Active;AWS Account Number;Alias;
yes;089368386334;ergo-aws-190
yes;093169323959;ergo-aws-0193
yes;705778061578;ergo-aws-0356
yes;148142361653;ergo-aws-0357
yes;390502605122;ergo-aws-0358
yes;328717919105;ergo-aws-0359
yes;220797834626;ergo-aws-0360
yes;885064293812;ergo-aws-0361
yes;786786023238;ergo-aws-0362
yes;051647753953;ergo-aws-0363
